-3,-3,0
-3,3,0
-3,20,0
-3,29,0
-3,36,0
-3,62,0
-3,73,0
-3,95,0
-3,97,0
-3,103,0
-3,120,0
-3,129,0
-3,136,0
-3,162,0
-3,173,0
-3,195,0
-3,197,0
-3,203,0
-3,213,0
-3,229,0
-3,262,0
-3,273,0
-3,277,0
-3,295,0
-3,297,0
-3,303,0
-3,320,0
-3,336,0
-3,362,0
-3,373,0
-3,395,0
-3,-3,1
-3,3,1
-3,20,1
-3,29,1
-3,36,1
-3,62,1
-3,73,1
-3,95,1
-3,97,1
-3,103,1
-3,120,1
-3,129,1
-3,136,1
-3,162,1
-3,173,1
-3,192,1
-3,195,1
-3,197,1
-3,203,1
-3,220,1
-3,229,1
-3,236,1
-3,262,1
-3,295,1
-3,297,1
-3,303,1
-3,318,1
-3,320,1
-3,329,1
-3,336,1
-3,362,1
-3,373,1
-3,395,1
-3,-3,2
-3,3,2
-3,20,2
-3,29,2
-3,36,2
-3,62,2
-3,73,2
-3,95,2
-3,97,2
-3,103,2
-3,120,2
-3,129,2
-3,136,2
-3,162,2
-3,173,2
-3,185,2
-3,195,2
-3,197,2
-3,203,2
-3,220,2
-3,229,2
-3,236,2
-3,262,2
-3,273,2
-3,286,2
-3,295,2
-3,297,2
-3,303,2
-3,320,2
-3,329,2
-3,336,2
-3,362,2
-3,373,2
-3,395,2
-3,-3,3
-3,3,3
-3,20,3
-3,29,3
-3,36,3
-3,62,3
-3,95,3
-3,97,3
-3,103,3
-3,120,3
-3,129,3
-3,136,3
-3,162,3
-3,195,3
-3,197,3
-3,203,3
-3,220,3
-3,229,3
-3,236,3
-3,262,3
-3,295,3
-3,297,3
-3,303,3
-3,329,3
-3,336,3
-3,362,3
-3,395,3
-3,-3,4
-3,3,4
-3,4,4
-3,20,4
-3,29,4
-3,36,4
-3,62,4
-3,73,4
-3,95,4
-3,97,4
-3,103,4
-3,104,4
-3,120,4
-3,129,4
-3,136,4
-3,162,4
-3,173,4
-3,197,4
-3,203,4
-3,204,4
-3,220,4
-3,229,4
-3,236,4
-3,262,4
-3,273,4
-3,295,4
-3,-3,5
-3,3,5
-3,20,5
-3,29,5
-3,36,5
-3,62,5
-3,73,5
-3,97,5
-3,100,5
-3,103,5
-3,120,5
-3,129,5
-3,136,5
-3,162,5
-3,173,5
-3,194,5
-3,197,5
-3,203,5
-3,220,5
-3,229,5
-3,236,5
